Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Nature,Units,[Reporting Type]
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","1","World","2005","100.00","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","1","World","2006","100.00","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","1","World","2007","100.00","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","1","World","2008","100.00","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","1","World","2009","100.00","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","1","World","2010","100.00","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","61","Polynesia","2000","0.01","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","61","Polynesia","2001","0.01","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","61","Polynesia","2002","0.01","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","61","Polynesia","2003","0.01","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","61","Polynesia","2004","0.01","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","61","Polynesia","2005","0.01","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","61","Polynesia","2006","0.01","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","61","Polynesia","2007","0.00","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","61","Polynesia","2008","0.00","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","61","Polynesia","2009","0.01","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","61","Polynesia","2010","0.00","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","1","World","2011","100.00","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","1","World","2012","100.00","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","1","World","2013","100.00","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","1","World","2014","100.00","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","1","World","2015","100.00","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","1","World","2016","100.00","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","2","Africa","2000","2.29","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","2","Africa","2001","2.24","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","2","Africa","2002","2.23","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","2","Africa","2003","2.36","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","2","Africa","2004","2.60","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","Excluding Mayotte, Réunion.","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","61","Polynesia","2011","0.00","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","61","Polynesia","2012","0.00","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","61","Polynesia","2013","0.00","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","61","Polynesia","2014","0.00","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","61","Polynesia","2015","0.00","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","61","Polynesia","2016","0.00","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","62","Central and Southern Asia","2000","1.68","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","62","Central and Southern Asia","2001","1.70","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","62","Central and Southern Asia","2002","1.78","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","62","Central and Southern Asia","2003","1.83","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","62","Central and Southern Asia","2004","1.92","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","62","Central and Southern Asia","2005","2.17","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","62","Central and Southern Asia","2006","2.39","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","62","Central and Southern Asia","2007","2.47","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","62","Central and Southern Asia","2008","2.80","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","62","Central and Southern Asia","2009","2.77","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","62","Central and Southern Asia","2010","3.01","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","62","Central and Southern Asia","2011","3.33","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","62","Central and Southern Asia","2012","3.13","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","62","Central and Southern Asia","2013","3.06","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","62","Central and Southern Asia","2014","3.11","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","62","Central and Southern Asia","2015","2.85","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","62","Central and Southern Asia","2016","2.89","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","135","Caucasus and Central Asia","2000","0.28","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","135","Caucasus and Central Asia","2001","0.29","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","135","Caucasus and Central Asia","2002","0.30","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","135","Caucasus and Central Asia","2003","0.33","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","135","Caucasus and Central Asia","2004","0.38","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","135","Caucasus and Central Asia","2005","0.46","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","135","Caucasus and Central Asia","2006","0.56","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","135","Caucasus and Central Asia","2007","0.65","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","135","Caucasus and Central Asia","2008","0.80","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","135","Caucasus and Central Asia","2009","0.67","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","135","Caucasus and Central Asia","2010","0.72","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","135","Caucasus and Central Asia","2011","0.83","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","135","Caucasus and Central Asia","2012","0.83","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","135","Caucasus and Central Asia","2013","0.81","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","135","Caucasus and Central Asia","2014","0.76","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","135","Caucasus and Central Asia","2015","0.56","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","135","Caucasus and Central Asia","2016","0.48","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","142","Asia","2000","32.05","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","142","Asia","2001","30.39","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","142","Asia","2002","31.26","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","142","Asia","2003","31.91","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","142","Asia","2004","32.96","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","142","Asia","2005","34.20","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","142","Asia","2006","34.94","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","142","Asia","2007","35.17","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","142","Asia","2008","35.89","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
"17","17.11","17.11.1","TX_EXP_GBMRCH","Developing countries’ and least developed countries’ share of global merchandise exports (%)","142","Asia","2009","36.76","","UNCTADstat (available at http://unctadstat.unctad.org/EN/). Data compiled by UNCTAD and WTO.","","CA","PERCENT","G"
